tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
321,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,256235x900,acutecarehospitals,proprietary,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,157patients,al_hf-2
322,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),90%,49patients,al_hf-3
323,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,41patients,al_hf-4
324,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,caxhoun,2562358900,acutecarehospitals,proprietary,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,97%,110patients,al_pn-2
325,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36x01,calhoun,2562358900,acutecarehospitals,proprietary,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,102patients,al_pn-3b
326,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,83patients,al_pn-4
327,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yex,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,97%,145patients,al_pn-5c
328,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),92%,99patients,al_pn-6
329,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,91%,87patients,al_pn-7
330,10038,stringfellowmemorialhospital,301east18thst,,,anniston,al,36201,calhoun,2562358900,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,83%,23patients,al_scip-card-2
331,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,342patients,al_hf-2
332,10055,flowershospital,4370westmainstreet,,,dothan,al,3x305,houston,3347935000,acutecarehospitals,proxrietary,yex,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,94patients,al_hf-3
333,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,62patients,al_hf-4
334,10055,flowershospital,4370xwestxmainxstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,100%,166patients,al_pnx2
335,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,152patients,al_pn-3b
336,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,x00%,77patients,al_pn-4
337,10055,floxershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,99%,146patients,al_pn-5c
338,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),99%,112patients,al_pn-6
339,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,99%,128patients,al_pn-7
340,10055,flowershospital,4370westmainstreet,,,dothan,al,x6x05,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,100%,147patients,al_scip-card-2
341,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,100%,950patients,al_scip-inf-1
342,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,xx479x5000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,100%,957patients,al_scip-inf-2
343,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),99%,882patients,al_scip-inf-3
344,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,98%,165patients,al_scip-inf-4
345,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,1295patients,al_scip-inf-6
346,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,housxon,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-1,surgerypxtientswhosedoctorsorderedtrextmentstopreventbloodclotsxftercertxintypesofsurgeries,100%,497patients,al_scip-vte-1
347,10055,flowershospital,4370westmainstreet,,,dothan,al,36305,houston,3347935000,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,100%,497patients,al_scipxvtex2
348,10056,stvincentshospital,810stvincentsdrive,,,birmingham,al,35205,jefferson,2059397000,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,97%,239patients,al_ami-1
349,10056,stvincentshospital,810stvincentsdrive,,,birmingham,al,35205,jefferson,2059397000,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,amix2,heartattackpatientsgivenaspirinatdischarge,98%,260patients,al_ami-2
350,10056,stvincentshospital,810stvxncentsdrxve,,,birmingham,al,35205,jefferson,2059397000,acutecarehospitals,voluntarynon-profit-other,yxs,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),85%,41patients,al_ami-3
351,10056,stvincentshospital,810stvincentsdrive,,,birmingham,al,35205,jefferson,2059397000,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,63patients,al_ami-4
352,10056,stvincentshospital,810stvincentsdrive,,,birmingham,al,35205,jefferson,2059397000,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,96%,242patients,al_ami-5
353,10085,decaturgeneralhospital,12017thstreetse,,,decatur,al,35609,morgan,2563412000,acutecarehospitals,government-hospitaldistrictorauthority,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,87%,205patients,al_scip-vte-2
354,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,100%,1xpatients,al_ami-1
355,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,100%,7patients,al_ami-2
356,10086,northwestmedicalcenter,1530ushighway43,,,winfield,ax,35594,marion,2054877736,acutecarehospitals,prxprietary,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,2patients,al_ami-3
357,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,1patients,al_ami-4
358,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,8patients,al_ami-5
359,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,0%,1patients,al_ami-7a
360,100x6,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
361,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,90%,48patients,al_hf-1
362,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,59patients,al_hf-2
363,10086,northwestmedicalcenter,1530xuxsxhighwayx43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),85%,13patients,al_hf-3
364,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,14patients,al_hf-4
365,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,91%,66patients,al_pn-2
366,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,3xx94,marion,2054877736,acutecarehospitals,proprietary,yes,pnxumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,98%,59patients,al_pn-3b
367,10086,northwestmedicalcenter,1530ushighway43,,,winfielx,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,98%,40patients,al_pn-4
368,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,100%,85patients,al_pn-5c
369,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,pnexmonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),100%,62patients,al_pn-6
370,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,82%,45patients,alxpn-7
371,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,89%,19patients,al_scip-card-2
372,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,98%,102patients,al_scip-inf-1
373,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,99%,103patients,al_sxip-inf-2
374,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yex,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),94%,98patients,al_scip-inf-3
375,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,3xx94,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
376,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,146patients,al_scip-inf-6
377,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,95%,58patients,al_scip-vte-1
378,10086,northwestmedicalcenter,1530ushighway43,,,winfield,al,35594,marion,2054877736,acutecarehospitals,proprietary,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,x5%,58patients,al_scip-vte-2
379,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,99%,86patients,al_ami-1
380,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartattack,ami-2,heaxtattackpatientsgivenaspixinatdischaxge,97%,91patients,al_ami-2
381,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,25x47x7xx0,acutecarehospitals,government-state,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,22patients,al_ami-3
382,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,58patients,al_ami-4
383,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,96%,96patients,al_ami-5
384,10087,univoxsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,25x47x7xx0,acutecarehospitals,government-state,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
385,10087,xnivofsoxthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,50%,16patients,al_ami-8a
386,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,xl,36617,mobile,25x47x7xx0,acutecarehospitals,government-state,yes,hxartfailurx,hf-1,heartfailurepatientsgivendischargeinstructions,83%,146patients,al_hf-1
387,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,98%,150patients,al_hx-2
388,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),96%,84patients,al_hf-3
389,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yxs,heartfailure,hf-4,heartxailurepatientsgivensmokingcessationadvice/counseling,100%,45patients,al_hf-4
390,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,71%,7patients,al_pn-2
391,10087,univofsouthalabamamedicalcenter,2451fillingimstreet,,,mobile,al,36617,mobile,2514717110,acutecarehospitals,government-state,yes,pneumonia,pn-xb,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,89%,35patients,al_pn-3b
