index,attribute,correct_val
530,ounces,16
530,abv,0.055
530,ibu,35
530,brewery_id,267
530,brewery-name,Cape Cod Beer
530,city,Hyannis
530,state,MA
531,id,1927
531,beer-name,Beach Blonde
531,style,American Blonde Ale
531,ounces,16
531,abv,0.049
531,ibu,10
531,brewery_id,267
531,brewery-name,Cape Cod Beer
531,city,Hyannis
531,state,MA
532,id,2227
532,beer-name,Dark Voyage Black IPA (2013)
532,style,American Black Ale
532,ounces,12
532,abv,0.065
532,ibu,80
532,brewery_id,192
532,brewery-name,Capital Brewery
532,city,Middleton
532,state,WI
533,id,2226
533,beer-name,Wisconsin Amber
533,style,Vienna Lager
533,ounces,12
533,abv,0.052
533,ibu,28
533,brewery_id,192
533,brewery-name,Capital Brewery
533,city,Middleton
533,state,WI
534,id,2225
534,beer-name,Lake House
534,style,Munich Helles Lager
534,ounces,12
534,abv,0.046
534,ibu,18
534,brewery_id,192
534,brewery-name,Capital Brewery
534,city,Middleton
534,state,WI
535,id,1954
535,beer-name,Ghost Ship White IPA
535,style,American IPA
535,ounces,12
535,abv,0.056
535,ibu,55
535,brewery_id,192
535,brewery-name,Capital Brewery
535,city,Middleton
535,state,WI
536,id,1910
536,beer-name,Lake House
536,style,Munich Helles Lager
536,ounces,16
536,abv,0.046
536,ibu,18
536,brewery_id,192
536,brewery-name,Capital Brewery
536,city,Middleton
536,state,WI
537,id,1177
537,beer-name,Mutiny IPA
537,style,American IPA
537,ounces,12
537,abv,0.062
537,ibu,70
537,brewery_id,192
537,brewery-name,Capital Brewery
537,city,Middleton
537,state,WI
538,id,840
538,beer-name,Wisconsin Amber (1998)
538,style,Vienna Lager
538,ounces,12
538,abv,0.052
538,ibu,""
538,brewery_id,192
538,brewery-name,Capital Brewery
538,city,Middleton
538,state,WI
539,id,180
539,beer-name,Island Wheat
539,style,American Pale Wheat Ale
539,ounces,12
539,abv,0.042
539,ibu,""
539,brewery_id,192
539,brewery-name,Capital Brewery
539,city,Middleton
539,state,WI
540,id,63
540,beer-name,Wisconsin Amber (2013)
540,style,Vienna Lager
540,ounces,12
540,abv,0.052
540,ibu,""
540,brewery_id,192
540,brewery-name,Capital Brewery
540,city,Middleton
540,state,WI
541,id,62
541,beer-name,U.S. Pale Ale
541,style,American Pale Ale (APA)
541,ounces,12
541,abv,0.05
541,ibu,""
541,brewery_id,192
541,brewery-name,Capital Brewery
541,city,Middleton
541,state,WI
542,id,61
542,beer-name,Supper Club Lager
542,style,American Pale Lager
542,ounces,12
542,abv,""
542,ibu,""
542,brewery_id,192
542,brewery-name,Capital Brewery
542,city,Middleton
542,state,WI
543,id,784
543,beer-name,Carolina Lighthouse (2007)
543,style,American Blonde Ale
543,ounces,12
543,abv,0.04
543,ibu,""
543,brewery_id,504
543,brewery-name,Carolina Beer & Beverage
543,city,Mooresville
543,state,NC
544,id,783
544,beer-name,Carolina Blonde (2006)
544,style,American Blonde Ale
544,ounces,12
544,abv,0.05
544,ibu,""
544,brewery_id,504
544,brewery-name,Carolina Beer & Beverage
544,city,Mooresville
544,state,NC
545,id,782
545,beer-name,Carolina Blonde Light (2005)
545,style,American Blonde Ale
545,ounces,12
545,abv,0.035
545,ibu,""
545,brewery_id,504
545,brewery-name,Carolina Beer & Beverage
545,city,Mooresville
545,state,NC
546,id,2255
546,beer-name,Santa's Secret
546,style,Winter Warmer
546,ounces,16
546,abv,0.059
546,ibu,22
546,brewery_id,179
546,brewery-name,Carolina Brewery
546,city,Pittsboro
546,state,NC
547,id,530
547,beer-name,Flagship IPA
547,style,English India Pale Ale (IPA)
547,ounces,12
547,abv,0.057
547,ibu,""
547,brewery_id,179
547,brewery-name,Carolina Brewery
547,city,Pittsboro
547,state,NC
548,id,427
548,beer-name,Sky Blue Golden Ale
548,style,Kölsch
548,ounces,12
548,abv,0.051
548,ibu,""
548,brewery_id,179
548,brewery-name,Carolina Brewery
548,city,Pittsboro
548,state,NC
549,id,2094
549,beer-name,Epitome
549,style,American Black Ale
549,ounces,16
549,abv,0.099
549,ibu,100
549,brewery_id,222
549,brewery-name,Carton Brewing Company
549,city,Atlantic Highlands
549,state,NJ
550,id,1941
550,beer-name,Monkey Chased the Weasel
550,style,Berliner Weissbier
550,ounces,16
550,abv,0.039
550,ibu,9
550,brewery_id,222
550,brewery-name,Carton Brewing Company
550,city,Atlantic Highlands
550,state,NJ
551,id,1940
551,beer-name,077XX
551,style,American Double / Imperial IPA
551,ounces,16
551,abv,0.078
551,ibu,80
551,brewery_id,222
551,brewery-name,Carton Brewing Company
551,city,Atlantic Highlands
551,state,NJ
552,id,1439
552,beer-name,Boat Beer
552,style,American IPA
552,ounces,12
552,abv,0.042
552,ibu,35
552,brewery_id,222
552,brewery-name,Carton Brewing Company
552,city,Atlantic Highlands
552,state,NJ
553,id,1465
553,beer-name,Granny Smith Hard Apple Cider
553,style,Cider
553,ounces,16
553,abv,0.069
553,ibu,""
553,brewery_id,404
553,brewery-name,Cascadia Ciderworks United
553,city,Portland
553,state,OR
554,id,1464
554,beer-name,Dry Hard Apple Cider
554,style,Cider
554,ounces,16
554,abv,0.069
554,ibu,""
554,brewery_id,404
554,brewery-name,Cascadia Ciderworks United
554,city,Portland
554,state,OR
555,id,1744
555,beer-name,Farmer Ted's Cream Ale
555,style,Cream Ale
555,ounces,12
555,abv,0.056
555,ibu,""
555,brewery_id,331
555,brewery-name,Catawba Brewing Company
555,city,Morganton
555,state,NC
556,id,1743
556,beer-name,Firewater India Pale Ale
556,style,American IPA
556,ounces,12
556,abv,0.052
556,ibu,""
556,brewery_id,331
556,brewery-name,Catawba Brewing Company
556,city,Morganton
556,state,NC
557,id,1742
557,beer-name,White Zombie Ale
557,style,Witbier
557,ounces,12
557,abv,0.047
557,ibu,""
557,brewery_id,331
557,brewery-name,Catawba Brewing Company
557,city,Morganton
557,state,NC
558,id,1719
558,beer-name,King Winterbolt Winter Ale
558,style,Winter Warmer
558,ounces,12
558,abv,0.07
558,ibu,""
558,brewery_id,331
558,brewery-name,Catawba Brewing Company
558,city,Morganton
558,state,NC
559,id,638
559,beer-name,White Zombie Ale
559,style,Witbier
559,ounces,12
559,abv,0.047
559,ibu,""
559,brewery_id,331
559,brewery-name,Catawba Brewing Company
559,city,Morganton
559,state,NC
560,id,507
560,beer-name,Firewater India Pale Ale
560,style,American IPA
560,ounces,12
560,abv,0.052
560,ibu,""
560,brewery_id,331
560,brewery-name,Catawba Brewing Company
560,city,Morganton
560,state,NC
561,id,480
561,beer-name,Farmer Ted's Farmhouse Cream Ale
561,style,Cream Ale
561,ounces,12
561,abv,0.056
561,ibu,""
561,brewery_id,331
561,brewery-name,Catawba Brewing Company
561,city,Morganton
561,state,NC
562,id,1882
562,beer-name,Whitecap Wit
562,style,Witbier
562,ounces,16
562,abv,0.048
562,ibu,16
562,brewery_id,285
562,brewery-name,Catawba Island Brewing
562,city,Port Clinton
562,state,OH
563,id,1881
563,beer-name,Seiche Scottish Ale
563,style,Scottish Ale
563,ounces,16
563,abv,0.078
563,ibu,16
563,brewery_id,285
563,brewery-name,Catawba Island Brewing
563,city,Port Clinton
563,state,OH
564,id,2446
564,beer-name,Peanut Butter Jelly Time
564,style,American Brown Ale
564,ounces,12
564,abv,0.058
564,ibu,""
564,brewery_id,96
564,brewery-name,Catawba Valley Brewing Company
564,city,Morganton
564,state,NC
565,id,2106
565,beer-name,King Coconut
565,style,American Porter
565,ounces,12
565,abv,0.054
565,ibu,""
565,brewery_id,96
565,brewery-name,Catawba Valley Brewing Company
565,city,Morganton
565,state,NC
566,id,2600
566,beer-name,Gone A-Rye
566,style,American Double / Imperial IPA
566,ounces,16
566,abv,0.085
566,ibu,90
566,brewery_id,29
566,brewery-name,Cedar Creek Brewery
566,city,Seven Points
566,state,TX
567,id,2210
567,beer-name,Special Release
567,style,""
567,ounces,16
567,abv,""
567,ibu,""
567,brewery_id,29
567,brewery-name,Cedar Creek Brewery
567,city,Seven Points
567,state,TX
568,id,2052
568,beer-name,Dankosaurus
568,style,American IPA
568,ounces,16
568,abv,0.068
568,ibu,70
568,brewery_id,29
568,brewery-name,Cedar Creek Brewery
568,city,Seven Points
568,state,TX
569,id,1584
569,beer-name,Scruffy's Smoked Alt
569,style,Smoked Beer
569,ounces,16
569,abv,0.051
569,ibu,35
569,brewery_id,29
569,brewery-name,Cedar Creek Brewery
569,city,Seven Points
569,state,TX
570,id,1182
570,beer-name,Elliott's Phoned Home Pale Ale
570,style,American Pale Ale (APA)
570,ounces,16
570,abv,0.051
570,ibu,36
570,brewery_id,29
570,brewery-name,Cedar Creek Brewery
570,city,Seven Points
570,state,TX
571,id,1050
571,beer-name,The Lawn Ranger
571,style,Cream Ale
571,ounces,16
571,abv,0.05
571,ibu,18
571,brewery_id,29
571,brewery-name,Cedar Creek Brewery
571,city,Seven Points
571,state,TX
572,id,1219
572,beer-name,All American Blonde Ale
572,style,American Blonde Ale
572,ounces,12
572,abv,0.05
572,ibu,""
572,brewery_id,452
572,brewery-name,Centennial Beer Company
572,city,Edwards
572,state,CO
573,id,1218
573,beer-name,All American Red Ale
573,style,American Amber / Red Ale
573,ounces,12
573,abv,0.05
573,ibu,""
573,brewery_id,452
573,brewery-name,Centennial Beer Company
573,city,Edwards
573,state,CO
574,id,2377
574,beer-name,Main St. Virginia Ale
574,style,Altbier
574,ounces,12
574,abv,0.05
574,ibu,40
574,brewery_id,122
574,brewery-name,Center of the Universe Brewing C...
574,city,Ashland
574,state,VA
575,id,1839
575,beer-name,Chin Music Amber Lager
575,style,American Amber / Red Lager
575,ounces,12
575,abv,0.045
575,ibu,24
575,brewery_id,122
575,brewery-name,Center of the Universe Brewing C...
575,city,Ashland
575,state,VA
576,id,1248
576,beer-name,Main St. Virginia Ale
576,style,Altbier
576,ounces,12
576,abv,0.05
576,ibu,40
576,brewery_id,122
576,brewery-name,Center of the Universe Brewing C...
576,city,Ashland
576,state,VA
577,id,1247
577,beer-name,Ray Ray’s Pale Ale
577,style,American Pale Ale (APA)
577,ounces,12
577,abv,0.052
577,ibu,42
577,brewery_id,122
577,brewery-name,Center of the Universe Brewing C...
577,city,Ashland
577,state,VA
578,id,1649
578,beer-name,Chai Ale
578,style,Herbed / Spiced Beer
578,ounces,16
578,abv,0.051
578,ibu,15
578,brewery_id,350
578,brewery-name,Central Coast Brewing Company
578,city,San Luis Obispo
578,state,CA
579,id,1648
579,beer-name,Lucky Day IPA
579,style,American IPA
579,ounces,16
579,abv,0.072
579,ibu,85
579,brewery_id,350
579,brewery-name,Central Coast Brewing Company
579,city,San Luis Obispo
579,state,CA
580,id,1647
580,beer-name,Terrace Hill Double IPA
580,style,American Double / Imperial IPA
580,ounces,16
580,abv,0.095
580,ibu,99
580,brewery_id,350
580,brewery-name,Central Coast Brewing Company
580,city,San Luis Obispo
580,state,CA
581,id,1646
581,beer-name,Catch 23
581,style,American Black Ale
581,ounces,16
581,abv,0.075
581,ibu,77
581,brewery_id,350
581,brewery-name,Central Coast Brewing Company
581,city,San Luis Obispo
581,state,CA
582,id,2057
582,beer-name,Stickin' In My Rye
582,style,Rye Beer
582,ounces,24
582,abv,0.07
582,ibu,""
582,brewery_id,236
582,brewery-name,Champion Brewing Company
582,city,Charlottesville
582,state,VA
583,id,2056
583,beer-name,Black Me Stout
583,style,American Stout
583,ounces,12
583,abv,0.06
583,ibu,45
583,brewery_id,236
583,brewery-name,Champion Brewing Company
583,city,Charlottesville
583,state,VA
584,id,2055
584,beer-name,Killer Kolsch
584,style,Kölsch
584,ounces,12
584,abv,0.05
584,ibu,22
584,brewery_id,236
584,brewery-name,Champion Brewing Company
584,city,Charlottesville
584,state,VA
585,id,1933
585,beer-name,Missile IPA
585,style,American IPA
585,ounces,12
585,abv,0.07
585,ibu,65
585,brewery_id,236
585,brewery-name,Champion Brewing Company
585,city,Charlottesville
585,state,VA
586,id,2019
586,beer-name,Enlighten
586,style,Kölsch
586,ounces,16
586,abv,0.045
586,ibu,""
586,brewery_id,250
586,brewery-name,Chapman's Brewing
586,city,Angola
586,state,IN
587,id,2018
587,beer-name,Ale Cider
587,style,Fruit / Vegetable Beer
587,ounces,16
587,abv,0.065
587,ibu,8
587,brewery_id,250
587,brewery-name,Chapman's Brewing
587,city,Angola
587,state,IN
588,id,2017
588,beer-name,Pail Ale
588,style,American Pale Ale (APA)
588,ounces,16
588,abv,0.055
588,ibu,30
588,brewery_id,250
588,brewery-name,Chapman's Brewing
588,city,Angola
588,state,IN
589,id,2016
589,beer-name,Englishman
589,style,English Brown Ale
589,ounces,16
589,abv,0.045
589,ibu,""
589,brewery_id,250
589,brewery-name,Chapman's Brewing
589,city,Angola
589,state,IN
590,id,2080
590,beer-name,8 Barrel
590,style,American Strong Ale
590,ounces,16
590,abv,0.08
590,ibu,69
590,brewery_id,226
590,brewery-name,Chatham Brewing
590,city,Chatham
590,state,NY
591,id,2079
591,beer-name,Oktoberfest
591,style,Märzen / Oktoberfest
591,ounces,16
591,abv,0.055
591,ibu,40
591,brewery_id,226
591,brewery-name,Chatham Brewing
591,city,Chatham
591,state,NY
592,id,2380
592,beer-name,IPA #11
592,style,American IPA
592,ounces,16
592,abv,0.057
592,ibu,58
592,brewery_id,121
592,brewery-name,Cheboygan Brewing Company
592,city,Cheboygan
592,state,MI
593,id,2379
593,beer-name,Blood Orange Honey
593,style,Fruit / Vegetable Beer
593,ounces,16
593,abv,0.057
593,ibu,10
593,brewery_id,121
593,brewery-name,Cheboygan Brewing Company
593,city,Cheboygan
593,state,MI
594,id,2354
594,beer-name,Lighthouse Amber
594,style,Altbier
594,ounces,16
594,abv,0.052
594,ibu,""
594,brewery_id,121
594,brewery-name,Cheboygan Brewing Company
594,city,Cheboygan
594,state,MI
595,id,2440
595,beer-name,Bay of Bengal Double IPA (2014)
595,style,American Double / Imperial IPA
595,ounces,12
595,abv,0.089
595,ibu,126
595,brewery_id,99
595,brewery-name,Christian Moerlein Brewing Company
595,city,Cincinnati
595,state,OH
596,id,567
596,beer-name,Churchkey Pilsner Style Beer
596,style,American Pilsner
596,ounces,12
596,abv,0.049
596,ibu,29
596,brewery_id,526
596,brewery-name,Churchkey Can Company
596,city,Seattle
596,state,WA
597,id,1342
597,beer-name,First Press
597,style,Cider
597,ounces,12
597,abv,0.05
597,ibu,""
597,brewery_id,425
597,brewery-name,Ciderboys
597,city,Stevens Point
597,state,WI
598,id,1341
598,beer-name,Magic Apple
598,style,Cider
598,ounces,12
598,abv,0.05
598,ibu,""
598,brewery_id,425
598,brewery-name,Ciderboys
598,city,Stevens Point
598,state,WI
599,id,2349
599,beer-name,Cubano Espresso
599,style,Bock
599,ounces,12
599,abv,0.055
599,ibu,25
599,brewery_id,141
599,brewery-name,Cigar City Brewing Company
599,city,Tampa
599,state,FL
600,id,2014
600,beer-name,Operation Homefront
600,style,American IPA
600,ounces,12
600,abv,0.062
600,ibu,65
600,brewery_id,141
600,brewery-name,Cigar City Brewing Company
600,city,Tampa
600,state,FL
601,id,2013
601,beer-name,Wandering Pelican
601,style,American Black Ale
601,ounces,12
601,abv,0.082
601,ibu,65
601,brewery_id,141
601,brewery-name,Cigar City Brewing Company
601,city,Tampa
601,state,FL
602,id,2012
602,beer-name,Sugar Plum
602,style,American Brown Ale
602,ounces,12
602,abv,0.055
602,ibu,""
602,brewery_id,141
602,brewery-name,Cigar City Brewing Company
602,city,Tampa
602,state,FL
603,id,2011
603,beer-name,Oktoberfest
603,style,Märzen / Oktoberfest
603,ounces,12
603,abv,0.055
603,ibu,""
603,brewery_id,141
603,brewery-name,Cigar City Brewing Company
603,city,Tampa
603,state,FL
604,id,2010
604,beer-name,Puppy's Breath Porter
604,style,American Porter
604,ounces,12
604,abv,0.06
604,ibu,""
604,brewery_id,141
604,brewery-name,Cigar City Brewing Company
604,city,Tampa
604,state,FL
605,id,2009
605,beer-name,Happening Now
605,style,American IPA
605,ounces,12
605,abv,0.045
605,ibu,""
605,brewery_id,141
605,brewery-name,Cigar City Brewing Company
605,city,Tampa
605,state,FL
606,id,1726
606,beer-name,Hopped on the High Seas (Hop #529)
606,style,American IPA
606,ounces,12
606,abv,0.07
606,ibu,60
606,brewery_id,141
606,brewery-name,Cigar City Brewing Company
606,city,Tampa
606,state,FL
607,id,1725
607,beer-name,Hopped on the High Seas (Calypso)
607,style,American IPA
607,ounces,12
607,abv,0.07
607,ibu,60
607,brewery_id,141
607,brewery-name,Cigar City Brewing Company
607,city,Tampa
607,state,FL
608,id,1695
608,beer-name,Wiregrass Post-Prohibition Ale
608,style,American Pale Ale (APA)
608,ounces,12
608,abv,0.063
608,ibu,""
608,brewery_id,141
608,brewery-name,Cigar City Brewing Company
608,city,Tampa
608,state,FL
609,id,1694
609,beer-name,Dry-Hopped On The High Seas Caribbean-Style IPA
609,style,American IPA
609,ounces,12
609,abv,0.07
609,ibu,60
609,brewery_id,141
609,brewery-name,Cigar City Brewing Company
609,city,Tampa
609,state,FL
610,id,1693
610,beer-name,Hopped on the High Seas (Citra)
610,style,American IPA
610,ounces,12
610,abv,0.07
610,ibu,60
610,brewery_id,141
610,brewery-name,Cigar City Brewing Company
610,city,Tampa
610,state,FL
611,id,1692
611,beer-name,Hopped on the High Seas (Ahtanum)
611,style,American IPA
611,ounces,12
611,abv,0.07
611,ibu,60
611,brewery_id,141
611,brewery-name,Cigar City Brewing Company
611,city,Tampa
611,state,FL
612,id,1369
612,beer-name,Gwar Beer
612,style,American Pale Ale (APA)
612,ounces,12
612,abv,0.055
612,ibu,""
612,brewery_id,141
612,brewery-name,Cigar City Brewing Company
612,city,Tampa
612,state,FL
613,id,1243
613,beer-name,Tropical Heatwave
613,style,American Pale Wheat Ale
613,ounces,16
613,abv,0.052
613,ibu,""
613,brewery_id,141
613,brewery-name,Cigar City Brewing Company
613,city,Tampa
613,state,FL
614,id,1142
614,beer-name,Humidor Series India Pale Ale
614,style,American IPA
614,ounces,12
614,abv,0.075
614,ibu,70
614,brewery_id,141
614,brewery-name,Cigar City Brewing Company
614,city,Tampa
614,state,FL
615,id,1141
615,beer-name,Jai Alai IPA Aged on White Oak
615,style,American IPA
615,ounces,12
615,abv,0.075
615,ibu,70
615,brewery_id,141
615,brewery-name,Cigar City Brewing Company
615,city,Tampa
615,state,FL
616,id,1140
616,beer-name,José Martí American Porter
616,style,American Porter
616,ounces,12
616,abv,0.08
616,ibu,65
616,brewery_id,141
616,brewery-name,Cigar City Brewing Company
616,city,Tampa
616,state,FL
617,id,1139
617,beer-name,Invasion Pale Ale
617,style,American Pale Ale (APA)
617,ounces,12
617,abv,0.05
617,ibu,""
617,brewery_id,141
617,brewery-name,Cigar City Brewing Company
617,city,Tampa
617,state,FL
618,id,1138
618,beer-name,Maduro Brown Ale
618,style,English Brown Ale
618,ounces,12
618,abv,0.055
618,ibu,25
618,brewery_id,141
618,brewery-name,Cigar City Brewing Company
618,city,Tampa
618,state,FL
619,id,571
619,beer-name,Maduro Brown Ale
619,style,American Brown Ale
619,ounces,12
619,abv,0.055
619,ibu,25
619,brewery_id,141
619,brewery-name,Cigar City Brewing Company
619,city,Tampa
619,state,FL
620,id,570
620,beer-name,Hotter Than Helles Lager
620,style,Munich Helles Lager
620,ounces,12
620,abv,0.05
620,ibu,""
620,brewery_id,141
620,brewery-name,Cigar City Brewing Company
620,city,Tampa
620,state,FL
621,id,569
621,beer-name,Tocobaga Red Ale
621,style,American Amber / Red Ale
621,ounces,12
621,abv,0.072
621,ibu,75
621,brewery_id,141
621,brewery-name,Cigar City Brewing Company
621,city,Tampa
621,state,FL
622,id,546
622,beer-name,Jai Alai IPA
622,style,American IPA
622,ounces,12
622,abv,0.075
622,ibu,70
622,brewery_id,141
622,brewery-name,Cigar City Brewing Company
622,city,Tampa
622,state,FL
623,id,545
623,beer-name,Florida Cracker Belgian Wit
623,style,Witbier
623,ounces,12
623,abv,0.05
623,ibu,18
623,brewery_id,141
623,brewery-name,Cigar City Brewing Company
623,city,Tampa
623,state,FL
624,id,2338
624,beer-name,Shark Tracker Light lager
624,style,Light Lager
624,ounces,12
624,abv,0.048
624,ibu,""
624,brewery_id,145
624,brewery-name,Cisco Brewers
624,city,Nantucket
624,state,MA
625,id,1365
625,beer-name,Pumple Drumkin
625,style,Pumpkin Ale
625,ounces,12
625,abv,0.06
625,ibu,""
625,brewery_id,145
625,brewery-name,Cisco Brewers
625,city,Nantucket
625,state,MA
626,id,1094
626,beer-name,Grey Lady
626,style,Witbier
626,ounces,12
626,abv,0.045
626,ibu,""
626,brewery_id,145
626,brewery-name,Cisco Brewers
626,city,Nantucket
626,state,MA
627,id,657
627,beer-name,Summer of Lager
627,style,Munich Helles Lager
